2026-08-15 21:17:47.442 INFO   Freerouting v2.3.0 (build-date: 2026-08-07)
2026-08-15 21:17:48.616 DEBUG  Set default trace width (all layers): DSN=150.0 → board=1500 (0.0375 mm)
2026-08-15 21:17:48.688 DEBUG  Loaded router settings from DSN file: pcb-hmd-carrier-board2-routing-copy.dsn (6 layers)
2026-08-15 21:17:48.698 DEBUG  Set DEFAULT clearance (all layers): 1500 (0.0375 mm) from DSN value 150.0
2026-08-15 21:17:48.698 DEBUG  Set clearance (all layers): smd_smd = 375 (0.009375 mm), classes [2,2]
2026-08-15 21:17:48.698 DEBUG  Set default trace width (all layers): DSN=150.0 → board=1500 (0.0375 mm)
2026-08-15 21:17:48.723 DEBUG  Loaded router settings from DSN file: pcb-hmd-carrier-board2-routing-copy.dsn (6 layers)
2026-08-15 21:17:48.724 DEBUG  Merging settings from 5 sources:
2026-08-15 21:17:48.725 DEBUG    - Default Settings (priority 0): base settings
2026-08-15 21:17:48.727 DEBUG    - freerouting.json (priority 10): 0 fields changed
2026-08-15 21:17:48.727 DEBUG    - DSN file: pcb-hmd-carrier-board2-routing-copy.dsn (priority 20): 8 fields changed
2026-08-15 21:17:48.727 DEBUG    - Environment Variables (priority 55): 0 fields changed
2026-08-15 21:17:48.727 DEBUG    - CLI Arguments (priority 60): 10 fields changed
2026-08-15 21:17:48.727 DEBUG  Settings merged successfully from 5 source(s)
2026-08-15 21:17:48.872 DEBUG  No new version available. Current version is up to date: v2.3.0
2026-08-15 21:17:48.942 INFO   [E3794C\60B557] Loading board file 'pcb-hmd-carrier-board2-routing-copy.dsn'...
2026-08-15 21:17:48.957 DEBUG  Set DEFAULT clearance (all layers): 1500 (0.0375 mm) from DSN value 150.0
2026-08-15 21:17:48.957 DEBUG  Set clearance (all layers): smd_smd = 375 (0.009375 mm), classes [2,2]
2026-08-15 21:17:48.957 DEBUG  Set default trace width (all layers): DSN=150.0 → board=1500 (0.0375 mm)
2026-08-15 21:17:49.143 DEBUG  applyBoardSpecificOptimizations changed parameters:
  Layer 0: bendCost: null -> 0.0; preferredDirectionTraceCost: 1.0 -> 2.2; undesiredDirectionTraceCost: 1.0 -> 5.1000000000000005;
  Layer 1: bendCost: null -> 0.0; undesiredDirectionTraceCost: 1.0 -> 1.3;
  Layer 2: bendCost: null -> 0.0; undesiredDirectionTraceCost: 1.0 -> 3.9000000000000004;
  Layer 3: bendCost: null -> 0.0; undesiredDirectionTraceCost: 1.0 -> 1.3;
  Layer 4: bendCost: null -> 0.0; undesiredDirectionTraceCost: 1.0 -> 3.9000000000000004;
  Layer 5: bendCost: null -> 0.0; preferredDirectionTraceCost: 1.0 -> 2.2; undesiredDirectionTraceCost: 1.0 -> 2.5;
2026-08-15 21:17:49.156 DEBUG  Applied copper-to-edge clearance override: 500.0 um (5000 board units).
2026-08-15 21:17:49.162 DEBUG  Set DEFAULT clearance (all layers): 1500 (0.0375 mm) from DSN value 150.0
2026-08-15 21:17:49.162 DEBUG  Set clearance (all layers): smd_smd = 375 (0.009375 mm), classes [2,2]
2026-08-15 21:17:49.163 DEBUG  Set default trace width (all layers): DSN=150.0 → board=1500 (0.0375 mm)
2026-08-15 21:17:49.176 DEBUG  Loaded router settings from DSN file: pcb-hmd-carrier-board2-routing-copy.dsn (6 layers)
2026-08-15 21:17:49.177 DEBUG  Merging settings from 6 sources:
2026-08-15 21:17:49.177 DEBUG    - Default Settings (priority 0): base settings
2026-08-15 21:17:49.177 DEBUG    - freerouting.json (priority 10): 0 fields changed
2026-08-15 21:17:49.178 DEBUG    - DSN file: pcb-hmd-carrier-board2-routing-copy.dsn (priority 20): 8 fields changed
2026-08-15 21:17:49.178 DEBUG    - Environment Variables (priority 55): 0 fields changed
2026-08-15 21:17:49.178 DEBUG    - CLI Arguments (priority 60): 10 fields changed
2026-08-15 21:17:49.178 DEBUG    - API Settings (priority 70): 28 fields changed
2026-08-15 21:17:49.178 DEBUG  Settings merged successfully from 6 source(s)
2026-08-15 21:17:49.179 DEBUG  applyBoardSpecificOptimizations changed parameters:
  Layer 0: preferredDirectionTraceCost: 1.0 -> 2.2; undesiredDirectionTraceCost: 1.0 -> 5.1000000000000005;
  Layer 1: undesiredDirectionTraceCost: 1.0 -> 1.3;
  Layer 2: undesiredDirectionTraceCost: 1.0 -> 3.9000000000000004;
  Layer 3: undesiredDirectionTraceCost: 1.0 -> 1.3;
  Layer 4: undesiredDirectionTraceCost: 1.0 -> 3.9000000000000004;
  Layer 5: preferredDirectionTraceCost: 1.0 -> 2.2; undesiredDirectionTraceCost: 1.0 -> 2.5;
2026-08-15 21:17:49.179 INFO   Loading SES file: C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\pcb-hmd-carrier-board2.ses
2026-08-15 21:17:49.281 DEBUG  Shape.read_polygon_path_scope: skipping path with too few coordinates (need at least 2 points) at 'VBAT_SYS'
2026-08-15 21:17:49.292 INFO   SES file import complete: 649 wires, 237 vias imported
2026-08-15 21:17:49.297 INFO   SES file loaded: 649 wires, 237 vias imported
2026-08-15 21:17:49.301 INFO   [E3794C\60B557] Job 'E3794C\60B557' started at 2026-08-15T19:17:49.301487900Z.
2026-08-15 21:17:49.500 DEBUG  [E3794C\60B557] Checking fanout pre-pass. settings.fanout.enabled=false, smd_pins=1581
2026-08-15 21:17:49.591 INFO   [E3794C\60B557] Auto-routing stage started on board 'eacf13c034554fecf56af2355e098bf1' for 346 unrouted items.
2026-08-15 21:17:55.423 DEBUG  Queuing item for routing: Via on net 'I2Ct_SCL' (connected: 8/9)
2026-08-15 21:17:55.424 DEBUG  Queuing item for routing: PolylineTrace on net 'PPHV' (connected: 10/20)
2026-08-15 21:17:55.424 DEBUG  Queuing item for routing: PolylineTrace on net 'PPHV' (connected: 10/20)
2026-08-15 21:17:55.425 DEBUG  Queuing item for routing: PolylineTrace on net 'SW_5V' (connected: 3/6)
2026-08-15 21:17:55.426 DEBUG  Queuing item for routing: PolylineTrace on net 'LDO_3V3' (connected: 16/17)
2026-08-15 21:17:55.427 DEBUG  Queuing item for routing: PolylineTrace on net 'USB1V05_FB' (connected: 5/6)
2026-08-15 21:17:55.427 DEBUG  Queuing item for routing: PolylineTrace on net 'ILIM_HIZ' (connected: 3/4)
2026-08-15 21:17:55.428 DEBUG  Queuing item for routing: PolylineTrace on net 'WLED_SW' (connected: 3/6)
2026-08-15 21:17:55.428 DEBUG  Queuing item for routing: PolylineTrace on net 'WLED_SW' (connected: 3/6)
2026-08-15 21:17:55.428 DEBUG  Queuing item for routing: PolylineTrace on net 'PMID' (connected: 5/6)
2026-08-15 21:17:55.429 DEBUG  Queuing item for routing: PolylineTrace on net 'WLED_OVP' (connected: 3/4)
2026-08-15 21:17:55.429 DEBUG  Queuing item for routing: PolylineTrace on net 'FB_5V' (connected: 3/5)
2026-08-15 21:17:55.429 DEBUG  Queuing item for routing: Via on net 'TS' (connected: 7/8)
2026-08-15 21:17:55.429 DEBUG  Queuing item for routing: PolylineTrace on net 'BIAS_REG' (connected: 3/4)
2026-08-15 21:17:55.430 DEBUG  Queuing item for routing: Via on net 'SD_DETECT_B' (connected: 7/8)
2026-08-15 21:17:55.430 DEBUG  Queuing item for routing: Via on net 'CHG_IRQ_N' (connected: 9/10)
2026-08-15 21:17:55.430 DEBUG  Queuing item for routing: Via on net 'SD_PWR_ON' (connected: 7/8)
2026-08-15 21:17:55.430 DEBUG  Queuing item for routing: PolylineTrace on net 'VBAT_SYS' (connected: 8/28)
2026-08-15 21:17:55.431 DEBUG  Queuing item for routing: PolylineTrace on net 'VBAT_SYS' (connected: 16/28)
2026-08-15 21:17:55.432 DEBUG  Queuing item for routing: Via on net 'TYPEC_INT_N' (connected: 4/7)
2026-08-15 21:17:55.432 DEBUG  Queuing item for routing: PolylineTrace on net 'TYPEC_INT_N' (connected: 2/7)
2026-08-15 21:17:55.433 DEBUG  Queuing item for routing: PolylineTrace on net '+5V_SYS' (connected: 20/85)
2026-08-15 21:17:55.433 DEBUG  Queuing item for routing: Via on net '+5V_SYS' (connected: 13/85)
2026-08-15 21:17:55.433 DEBUG  Queuing item for routing: PolylineTrace on net '+5V_SYS' (connected: 24/85)
2026-08-15 21:17:55.433 DEBUG  Queuing item for routing: PolylineTrace on net '+5V_SYS' (connected: 4/85)
2026-08-15 21:17:55.434 DEBUG  Queuing item for routing: PolylineTrace on net '+5V_SYS' (connected: 10/85)
2026-08-15 21:17:55.434 DEBUG  Queuing item for routing: Via on net '+5V_SYS' (connected: 5/85)
2026-08-15 21:17:55.434 DEBUG  Queuing item for routing: Via on net 'USB_OC_N' (connected: 7/8)
2026-08-15 21:17:55.435 DEBUG  Queuing item for routing: Via on net '+2V8_MIC' (connected: 7/9)
2026-08-15 21:17:55.435 DEBUG  Queuing item for routing: Via on net 'R_1V2_MIPI1' (connected: 7/8)
2026-08-15 21:17:55.436 DEBUG  Queuing item for routing: Via on net 'R_LCD_TE' (connected: 7/8)
2026-08-15 21:17:55.436 DEBUG  Queuing item for routing: Via on net 'R_HPDI' (connected: 7/8)
2026-08-15 21:17:55.436 DEBUG  Queuing item for routing: PolylineTrace on net 'USB2_HOST_DP' (connected: 5/7)
2026-08-15 21:17:55.436 DEBUG  Queuing item for routing: Via on net 'USB3_POR_N' (connected: 11/12)
2026-08-15 21:17:55.438 DEBUG  Queuing item for routing: Via on net 'DISPLAY_1V2' (connected: 20/23)
2026-08-15 21:17:55.438 DEBUG  Queuing item for routing: PolylineTrace on net 'DISPLAY_1V2' (connected: 3/23)
2026-08-15 21:17:55.438 DEBUG  Queuing item for routing: PolylineTrace on net 'CC2' (connected: 3/6)
2026-08-15 21:17:55.439 DEBUG  Queuing item for routing: Via on net 'USB2_SERVICE_DM' (connected: 8/10)
2026-08-15 21:17:55.439 DEBUG  Queuing item for routing: Via on net 'USB2_SERVICE_DP' (connected: 7/10)
2026-08-15 21:17:55.439 DEBUG  Queuing item for routing: PolylineTrace on net 'USB2_SERVICE_DP' (connected: 3/10)
2026-08-15 21:17:55.439 DEBUG  Queuing item for routing: PolylineTrace on net 'CC1' (connected: 3/6)
2026-08-15 21:17:55.439 DEBUG  Queuing item for routing: PolylineTrace on net 'VBUS_CHARGE' (connected: 3/19)
2026-08-15 21:17:55.439 DEBUG  Queuing item for routing: PolylineTrace on net 'VBUS_CHARGE' (connected: 5/19)
2026-08-15 21:17:55.440 DEBUG  Queuing item for routing: Via on net 'R_BRIDGE_INT' (connected: 9/10)
2026-08-15 21:17:55.440 DEBUG  Queuing item for routing: Via on net 'R_1V8_IO' (connected: 9/11)
2026-08-15 21:17:55.440 DEBUG  Queuing item for routing: PolylineTrace on net '+3V3_AUDIO' (connected: 3/9)
2026-08-15 21:17:55.440 DEBUG  Queuing item for routing: PolylineTrace on net '+3V3_AUDIO' (connected: 3/9)
2026-08-15 21:17:55.441 DEBUG  Queuing item for routing: Via on net 'DISPLAY_1V15' (connected: 11/16)
2026-08-15 21:17:55.441 DEBUG  Queuing item for routing: Via on net 'R_1V15_CORE' (connected: 11/13)
2026-08-15 21:17:55.441 DEBUG  Queuing item for routing: Via on net 'I2C_SCL' (connected: 13/22)
2026-08-15 21:17:55.441 DEBUG  Queuing item for routing: Via on net 'I2C_SCL' (connected: 6/22)
2026-08-15 21:17:55.441 DEBUG  Queuing item for routing: Via on net 'I2C_SDA' (connected: 12/29)
2026-08-15 21:17:55.442 DEBUG  Queuing item for routing: PolylineTrace on net 'I2C_SDA' (connected: 10/29)
2026-08-15 21:17:55.442 DEBUG  Queuing item for routing: Via on net 'I2C_SDA' (connected: 7/29)
2026-08-15 21:17:55.444 DEBUG  Queuing item for routing: PolylineTrace on net '+1V05_USB' (connected: 24/45)
2026-08-15 21:17:55.444 DEBUG  Queuing item for routing: PolylineTrace on net '+1V05_USB' (connected: 5/45)
2026-08-15 21:17:55.444 DEBUG  Queuing item for routing: PolylineTrace on net '+1V05_USB' (connected: 12/45)
2026-08-15 21:17:55.445 DEBUG  Queuing item for routing: PolylineTrace on net 'nPI_LED_PWR' (connected: 5/22)
2026-08-15 21:17:55.445 DEBUG  Queuing item for routing: PolylineTrace on net 'nPI_LED_PWR' (connected: 17/22)
2026-08-15 21:17:55.445 DEBUG  Queuing item for routing: Via on net 'BL_PWM' (connected: 9/12)
2026-08-15 21:17:55.445 DEBUG  Queuing item for routing: PolylineTrace on net 'DISPLAY_I2C_SCL_1V8' (connected: 3/8)
2026-08-15 21:17:55.446 DEBUG  Queuing item for routing: Via on net 'DISPLAY_I2C_SDA_1V8' (connected: 10/15)
2026-08-15 21:17:55.446 DEBUG  Queuing item for routing: Via on net 'L_BRIDGE_INT' (connected: 7/8)
2026-08-15 21:17:55.447 DEBUG  Queuing item for routing: Via on net 'L_1V15_CORE' (connected: 14/15)
2026-08-15 21:17:55.447 DEBUG  Queuing item for routing: Via on net 'L_1V2_MIPI1' (connected: 7/8)
2026-08-15 21:17:55.447 DEBUG  Queuing item for routing: Via on net 'L_HPDI' (connected: 7/8)
2026-08-15 21:17:55.448 DEBUG  Queuing item for routing: PolylineTrace on net 'L_LCD_LEDPWM' (connected: 9/10)
2026-08-15 21:17:55.448 DEBUG  Queuing item for routing: PolylineTrace on net 'LED_BOOST' (connected: 6/9)
2026-08-15 21:17:55.448 DEBUG  Queuing item for routing: PolylineTrace on net 'DISPLAY_1V8' (connected: 18/50)
2026-08-15 21:17:55.448 DEBUG  Queuing item for routing: PolylineTrace on net 'DISPLAY_1V8' (connected: 3/50)
2026-08-15 21:17:55.448 DEBUG  Queuing item for routing: PolylineTrace on net 'DISPLAY_1V8' (connected: 3/50)
2026-08-15 21:17:55.448 DEBUG  Queuing item for routing: PolylineTrace on net 'DISPLAY_1V8' (connected: 3/50)
2026-08-15 21:17:55.449 DEBUG  Queuing item for routing: PolylineTrace on net 'DISPLAY_1V8' (connected: 3/50)
2026-08-15 21:17:55.449 DEBUG  Queuing item for routing: Via on net 'DISPLAY_1V8' (connected: 9/50)
2026-08-15 21:17:55.449 DEBUG  Queuing item for routing: PolylineTrace on net 'DISPLAY_1V8' (connected: 3/50)
2026-08-15 21:17:55.450 DEBUG  Queuing item for routing: Via on net 'L_3V3_HDMI' (connected: 11/17)
2026-08-15 21:17:55.450 DEBUG  Queuing item for routing: PolylineTrace on net 'L_3V3_HDMI' (connected: 6/17)
2026-08-15 21:17:55.452 DEBUG  Queuing item for routing: PolylineTrace on net 'USB_C_TX2_N' (connected: 3/4)
2026-08-15 21:17:55.452 DEBUG  Queuing item for routing: PolylineTrace on net 'USB_C_RX2_N' (connected: 3/4)
2026-08-15 21:17:55.453 DEBUG  Queuing item for routing: PolylineTrace on net '+3V3' (connected: 24/95)
2026-08-15 21:17:55.453 DEBUG  Queuing item for routing: PolylineTrace on net '+3V3' (connected: 11/95)
2026-08-15 21:17:55.453 DEBUG  Queuing item for routing: PolylineTrace on net '+3V3' (connected: 7/95)
2026-08-15 21:17:55.453 DEBUG  Queuing item for routing: PolylineTrace on net '+3V3' (connected: 5/95)
2026-08-15 21:17:55.453 DEBUG  Queuing item for routing: PolylineTrace on net '+3V3' (connected: 5/95)
2026-08-15 21:17:55.453 DEBUG  Queuing item for routing: PolylineTrace on net '+3V3' (connected: 3/95)
2026-08-15 21:17:55.454 DEBUG  Queuing item for routing: PolylineTrace on net '+3V3' (connected: 3/95)
2026-08-15 21:17:55.454 DEBUG  Queuing item for routing: PolylineTrace on net '+3V3' (connected: 12/95)
2026-08-15 21:17:55.454 DEBUG  Queuing item for routing: PolylineTrace on net '+3V3' (connected: 3/95)
2026-08-15 21:17:55.468 DEBUG  Queuing item for routing: PolylineTrace on net 'GND' (connected: 28/50)
2026-08-15 21:17:55.469 DEBUG  Queuing item for routing: Pin on net 'FB_5V' (connected: 1/5)
2026-08-15 21:17:55.469 DEBUG  Queuing item for routing: Pin on net 'VBAT_SYS' (connected: 1/28)
2026-08-15 21:17:55.470 DEBUG  Queuing item for routing: Pin on net 'SW_5V' (connected: 1/6)
2026-08-15 21:17:55.470 DEBUG  Queuing item for routing: Pin on net 'BST_5V' (connected: 1/2)
2026-08-15 21:17:55.470 DEBUG  Queuing item for routing: Pin on net 'I2C_SCL' (connected: 1/22)
2026-08-15 21:17:55.470 DEBUG  Queuing item for routing: Pin on net 'DISPLAY_I2C_SCL_1V8' (connected: 1/8)
2026-08-15 21:17:55.470 DEBUG  Queuing item for routing: Pin on net '+3V3' (connected: 1/95)
2026-08-15 21:17:55.470 DEBUG  Queuing item for routing: Pin on net 'USB1V05_SW' (connected: 1/2)
2026-08-15 21:17:55.471 DEBUG  Queuing item for routing: Pin on net 'RUN_PG' (connected: 1/2)
2026-08-15 21:17:55.471 DEBUG  Queuing item for routing: Pin on net 'CM4_EXT_RESET_N' (connected: 1/2)
2026-08-15 21:17:55.471 DEBUG  Queuing item for routing: Pin on net 'EMMC_BOOT_N' (connected: 1/2)
2026-08-15 21:17:55.471 DEBUG  Queuing item for routing: Pin on net 'UART_RX' (connected: 1/2)
2026-08-15 21:17:55.471 DEBUG  Queuing item for routing: Pin on net 'UART_TX' (connected: 1/2)
2026-08-15 21:17:55.471 DEBUG  Queuing item for routing: Pin on net '+3V3' (connected: 1/95)
2026-08-15 21:17:55.472 DEBUG  Queuing item for routing: Pin on net '+5V_SYS' (connected: 1/85)
2026-08-15 21:17:55.472 DEBUG  Queuing item for routing: Pin on net 'WLED_COMP' (connected: 1/2)
2026-08-15 21:17:55.472 DEBUG  Queuing item for routing: Pin on net 'WLED_OVP' (connected: 1/4)
2026-08-15 21:17:55.472 DEBUG  Queuing item for routing: Pin on net 'L_LED1_N' (connected: 1/2)
2026-08-15 21:17:55.472 DEBUG  Queuing item for routing: Pin on net 'L_LED2_N' (connected: 1/2)
2026-08-15 21:17:55.472 DEBUG  Queuing item for routing: Pin on net 'L_LED3_N' (connected: 1/2)
2026-08-15 21:17:55.472 DEBUG  Queuing item for routing: Pin on net 'R_LED1_N' (connected: 1/2)
2026-08-15 21:17:55.473 DEBUG  Queuing item for routing: Pin on net 'WLED_ISET' (connected: 1/2)
2026-08-15 21:17:55.473 DEBUG  Queuing item for routing: Pin on net 'R_LED2_N' (connected: 1/2)
2026-08-15 21:17:55.473 DEBUG  Queuing item for routing: Pin on net 'R_LED3_N' (connected: 1/2)
2026-08-15 21:17:55.473 DEBUG  Queuing item for routing: Pin on net 'BL_PWM' (connected: 1/12)
2026-08-15 21:17:55.473 DEBUG  Queuing item for routing: Pin on net 'WLED_FREQ' (connected: 1/2)
2026-08-15 21:17:55.473 DEBUG  Queuing item for routing: Pin on net 'BL_EN' (connected: 1/3)
2026-08-15 21:17:55.474 DEBUG  Queuing item for routing: Pin on net 'SD_DETECT_B' (connected: 1/8)
2026-08-15 21:17:55.474 DEBUG  Queuing item for routing: Pin on net 'SD_DETECT_A' (connected: 1/2)
2026-08-15 21:17:55.474 DEBUG  Queuing item for routing: Pin on net 'SD_DAT1' (connected: 1/2)
2026-08-15 21:17:55.474 DEBUG  Queuing item for routing: Pin on net 'SD_DAT0' (connected: 1/2)
2026-08-15 21:17:55.474 DEBUG  Queuing item for routing: Pin on net 'SD_CLK' (connected: 1/2)
2026-08-15 21:17:55.475 DEBUG  Queuing item for routing: Pin on net 'SD_PWR' (connected: 1/3)
2026-08-15 21:17:55.475 DEBUG  Queuing item for routing: Pin on net 'SD_CMD' (connected: 1/2)
2026-08-15 21:17:55.475 DEBUG  Queuing item for routing: Pin on net 'SD_DAT3' (connected: 1/2)
2026-08-15 21:17:55.475 DEBUG  Queuing item for routing: Pin on net 'SD_DAT2' (connected: 1/2)
2026-08-15 21:17:55.475 DEBUG  Queuing item for routing: Pin on net '+3V3' (connected: 1/95)
2026-08-15 21:17:55.476 DEBUG  Queuing item for routing: Pin on net '+5V_SYS' (connected: 1/85)
2026-08-15 21:17:55.476 DEBUG  Queuing item for routing: Pin on net '+5V_SYS' (connected: 1/85)
2026-08-15 21:17:55.476 DEBUG  Queuing item for routing: Pin on net 'VBUS_CHARGE' (connected: 1/19)
2026-08-15 21:17:55.476 DEBUG  Queuing item for routing: Pin on net 'VBUS_CHARGE' (connected: 1/19)
2026-08-15 21:17:55.476 DEBUG  Queuing item for routing: Pin on net 'VBUS_CHARGE' (connected: 1/19)
2026-08-15 21:17:55.477 DEBUG  Queuing item for routing: Pin on net 'CHG_IRQ_N' (connected: 1/10)
2026-08-15 21:17:55.477 DEBUG  Queuing item for routing: Pin on net 'CHG_SCL' (connected: 1/3)
2026-08-15 21:17:55.477 DEBUG  Queuing item for routing: Pin on net 'CHG_SDA' (connected: 1/3)
2026-08-15 21:17:55.477 DEBUG  Queuing item for routing: Pin on net 'PD_IRQ_N' (connected: 1/2)
2026-08-15 21:17:55.477 DEBUG  Queuing item for routing: Pin on net 'I2Ct_SCL' (connected: 1/9)
2026-08-15 21:17:55.478 DEBUG  Queuing item for routing: Pin on net 'LDO_3V3' (connected: 1/17)
2026-08-15 21:17:55.478 DEBUG  Queuing item for routing: Pin on net 'USB1V05_SW' (connected: 1/2)
2026-08-15 21:17:55.478 DEBUG  Queuing item for routing: Pin on net 'USB1V05_FB' (connected: 1/6)
2026-08-15 21:17:55.478 DEBUG  Queuing item for routing: Pin on net 'USB1V05_PG' (connected: 1/2)
2026-08-15 21:17:55.479 DEBUG  Queuing item for routing: Pin on net 'PMID' (connected: 1/6)
2026-08-15 21:17:55.479 DEBUG  Queuing item for routing: Pin on net 'SW2' (connected: 1/3)
2026-08-15 21:17:55.479 DEBUG  Queuing item for routing: Pin on net 'VBAT_SYS' (connected: 1/28)
2026-08-15 21:17:55.479 DEBUG  Queuing item for routing: Pin on net 'BAT+' (connected: 1/4)
2026-08-15 21:17:55.479 DEBUG  Queuing item for routing: Pin on net 'BAT+' (connected: 1/4)
2026-08-15 21:17:55.479 DEBUG  Queuing item for routing: Pin on net 'PROG' (connected: 1/2)
2026-08-15 21:17:55.480 DEBUG  Queuing item for routing: Pin on net 'BATP' (connected: 1/2)
2026-08-15 21:17:55.480 DEBUG  Queuing item for routing: Pin on net 'ILIM_HIZ' (connected: 1/4)
2026-08-15 21:17:55.480 DEBUG  Queuing item for routing: Pin on net 'TS' (connected: 1/8)
2026-08-15 21:17:55.480 DEBUG  Queuing item for routing: Pin on net 'CHG_SDA' (connected: 1/3)
2026-08-15 21:17:55.480 DEBUG  Queuing item for routing: Pin on net 'CHG_SCL' (connected: 1/3)
2026-08-15 21:17:55.480 DEBUG  Queuing item for routing: Pin on net 'BST1' (connected: 1/2)
2026-08-15 21:17:55.481 DEBUG  Queuing item for routing: Pin on net 'CHG_STAT' (connected: 1/2)
2026-08-15 21:17:55.481 DEBUG  Queuing item for routing: Pin on net 'SW_5V' (connected: 1/6)
2026-08-15 21:17:55.481 DEBUG  Queuing item for routing: Pin on net 'BIAS_SW' (connected: 1/2)
2026-08-15 21:17:55.481 DEBUG  Queuing item for routing: Pin on net 'REG_3V3_SW' (connected: 1/2)
2026-08-15 21:17:55.481 DEBUG  Queuing item for routing: Pin on net '+5V_SYS' (connected: 1/85)
2026-08-15 21:17:55.491 DEBUG  Queuing item for routing: Pin on net 'SW2' (connected: 1/3)
2026-08-15 21:17:55.491 DEBUG  Queuing item for routing: Pin on net 'DISPLAY_1V8' (connected: 1/50)
2026-08-15 21:17:55.491 DEBUG  Queuing item for routing: Pin on net 'DISPLAY_I2C_SDA_1V8' (connected: 1/15)
2026-08-15 21:17:55.491 DEBUG  Queuing item for routing: Pin on net 'DISPLAY_I2C_SCL_1V8' (connected: 1/8)
2026-08-15 21:17:55.491 DEBUG  Queuing item for routing: Pin on net 'LCD_BIAS_ENN' (connected: 1/2)
2026-08-15 21:17:55.492 DEBUG  Queuing item for routing: Pin on net 'LCD_BIAS_ENP' (connected: 1/2)
2026-08-15 21:17:55.492 DEBUG  Queuing item for routing: Pin on net 'R_HPDI' (connected: 1/8)
2026-08-15 21:17:55.492 DEBUG  Queuing item for routing: Pin on net 'L_HPDI' (connected: 1/8)
2026-08-15 21:17:55.492 DEBUG  Queuing item for routing: Pin on net 'L_LCD_LEDPWM' (connected: 1/10)
